idTerytWojewodztwo,Wojewodztwo,idTypPodmiotu,TypPodmiotu,idRodzajWypadku,RodzajWypadku,idPrzyczynaWypadku,PrzyczynaWypadku,idMiejsceWypadku,MiejsceWypadku,idRodzajZajec,RodzajZajec,Liczba Wypadkow
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,13,działania umyślne ucznia,1,""sala lekcyjna, pracownia szkolna"",100,inne zajęcia,1"
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,13,działania umyślne ucznia,2,ciągi komunikacyjne,6,przerwy międzylekcyjne,2
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,13,działania umyślne ucznia,3,sala gimnastyczna,1,wychowanie fizyczne,3
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,13,działania umyślne ucznia,4,boisko,1,wychowanie fizyczne,2
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,13,działania umyślne ucznia,4,boisko,5,inne zajęcia edukacyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,13,działania umyślne ucznia,4,boisko,6,przerwy międzylekcyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,13,działania umyślne ucznia,8,obiekty sportowe,1,wychowanie fizyczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,13,działania umyślne ucznia,100,inne,1,wychowanie fizyczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,13,działania umyślne ucznia,100,inne,6,przerwy międzylekcyjne,2
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,1,""sala lekcyjna, pracownia szkolna"",2,zajęcia techniczne,1"
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,1,""sala lekcyjna, pracownia szkolna"",3,zajęcia artystyczne,1"
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,1,""sala lekcyjna, pracownia szkolna"",5,inne zajęcia edukacyjne,7"
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,1,""sala lekcyjna, pracownia szkolna"",6,przerwy międzylekcyjne,3"
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,1,""sala lekcyjna, pracownia szkolna"",100,inne zajęcia,2"
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,2,ciągi komunikacyjne,5,inne zajęcia edukacyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,2,ciągi komunikacyjne,6,przerwy międzylekcyjne,15
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,3,sala gimnastyczna,1,wychowanie fizyczne,86
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,3,sala gimnastyczna,5,inne zajęcia edukacyjne,2
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,3,sala gimnastyczna,9,zawody sportowe,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,3,sala gimnastyczna,100,inne zajęcia,3
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,4,boisko,1,wychowanie fizyczne,16
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,4,boisko,5,inne zajęcia edukacyjne,7
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,4,boisko,6,przerwy międzylekcyjne,5
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,4,boisko,9,zawody sportowe,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,4,boisko,100,inne zajęcia,6
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,5,plac zabaw,1,wychowanie fizyczne,3
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,5,plac zabaw,6,przerwy międzylekcyjne,3
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,5,plac zabaw,100,inne zajęcia,5
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,8,obiekty sportowe,1,wychowanie fizyczne,3
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,10,miejsca zgromadzeń publicznych,6,przerwy międzylekcyjne,3
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,12,""ulica, droga"",8,wycieczki edukacyjne,1"
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,100,inne,1,wychowanie fizyczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,100,inne,6,przerwy międzylekcyjne,5
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,100,inne,8,wycieczki edukacyjne,2
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,14,działania nieumyślne ucznia,100,inne,100,inne zajęcia,4
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,1,""sala lekcyjna, pracownia szkolna"",1,wychowanie fizyczne,1"
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,1,""sala lekcyjna, pracownia szkolna"",2,zajęcia techniczne,3"
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,1,""sala lekcyjna, pracownia szkolna"",5,inne zajęcia edukacyjne,14"
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,1,""sala lekcyjna, pracownia szkolna"",6,przerwy międzylekcyjne,6"
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,1,""sala lekcyjna, pracownia szkolna"",100,inne zajęcia,11"
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,2,ciągi komunikacyjne,1,wychowanie fizyczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,2,ciągi komunikacyjne,2,zajęcia techniczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,2,ciągi komunikacyjne,5,inne zajęcia edukacyjne,3
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,2,ciągi komunikacyjne,6,przerwy międzylekcyjne,83
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,2,ciągi komunikacyjne,100,inne zajęcia,6
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,3,sala gimnastyczna,1,wychowanie fizyczne,230
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,3,sala gimnastyczna,5,inne zajęcia edukacyjne,2
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,3,sala gimnastyczna,9,zawody sportowe,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,3,sala gimnastyczna,100,inne zajęcia,8
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,4,boisko,1,wychowanie fizyczne,56
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,4,boisko,5,inne zajęcia edukacyjne,7
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,4,boisko,6,przerwy międzylekcyjne,22
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,4,boisko,9,zawody sportowe,3
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,4,boisko,100,inne zajęcia,16
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,5,plac zabaw,1,wychowanie fizyczne,3
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,5,plac zabaw,5,inne zajęcia edukacyjne,6
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,5,plac zabaw,6,przerwy międzylekcyjne,7
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,5,plac zabaw,8,wycieczki edukacyjne,3
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,5,plac zabaw,100,inne zajęcia,23
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,7,stołówka,100,inne zajęcia,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,8,obiekty sportowe,1,wychowanie fizyczne,13
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,8,obiekty sportowe,8,wycieczki edukacyjne,2
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,8,obiekty sportowe,9,zawody sportowe,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,8,obiekty sportowe,100,inne zajęcia,5
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,10,miejsca zgromadzeń publicznych,6,przerwy międzylekcyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,10,miejsca zgromadzeń publicznych,8,wycieczki edukacyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,11,szlaki turystyczne,8,wycieczki edukacyjne,3
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,12,""ulica, droga"",1,wychowanie fizyczne,1"
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,12,""ulica, droga"",6,przerwy międzylekcyjne,1"
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,12,""ulica, droga"",8,wycieczki edukacyjne,4"
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,12,""ulica, droga"",100,inne zajęcia,3"
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,100,inne,1,wychowanie fizyczne,6
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,100,inne,5,inne zajęcia edukacyjne,4
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,100,inne,6,przerwy międzylekcyjne,28
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,100,inne,8,wycieczki edukacyjne,7
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,15,nieuwaga ucznia,100,inne,100,inne zajęcia,13
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,16,działania umyślne innej osoby,1,""sala lekcyjna, pracownia szkolna"",3,zajęcia artystyczne,1"
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,16,działania umyślne innej osoby,1,""sala lekcyjna, pracownia szkolna"",5,inne zajęcia edukacyjne,4"
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,16,działania umyślne innej osoby,1,""sala lekcyjna, pracownia szkolna"",100,inne zajęcia,1"
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,16,działania umyślne innej osoby,2,ciągi komunikacyjne,6,przerwy międzylekcyjne,7
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,16,działania umyślne innej osoby,3,sala gimnastyczna,1,wychowanie fizyczne,3
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,16,działania umyślne innej osoby,3,sala gimnastyczna,5,inne zajęcia edukacyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,16,działania umyślne innej osoby,3,sala gimnastyczna,6,przerwy międzylekcyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,16,działania umyślne innej osoby,3,sala gimnastyczna,100,inne zajęcia,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,16,działania umyślne innej osoby,4,boisko,1,wychowanie fizyczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,16,działania umyślne innej osoby,4,boisko,6,przerwy międzylekcyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,16,działania umyślne innej osoby,8,obiekty sportowe,1,wychowanie fizyczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,16,działania umyślne innej osoby,100,inne,6,przerwy międzylekcyjne,1
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,17,""pobicie, umyślne uderzenie"",1,""sala lekcyjna, pracownia szkolna"",6,przerwy międzylekcyjne,1"
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,17,""pobicie, umyślne uderzenie"",2,ciągi komunikacyjne,6,przerwy międzylekcyjne,4"
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,17,""pobicie, umyślne uderzenie"",4,boisko,6,przerwy międzylekcyjne,2"
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,1,""sala lekcyjna, pracownia szkolna"",6,przerwy międzylekcyjne,7"
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,1,""sala lekcyjna, pracownia szkolna"",100,inne zajęcia,2"
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,2,ciągi komunikacyjne,1,wychowanie fizyczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,2,ciągi komunikacyjne,6,przerwy międzylekcyjne,17
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,2,ciągi komunikacyjne,100,inne zajęcia,3
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,3,sala gimnastyczna,1,wychowanie fizyczne,23
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,3,sala gimnastyczna,9,zawody sportowe,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,3,sala gimnastyczna,100,inne zajęcia,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,4,boisko,1,wychowanie fizyczne,8
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,4,boisko,5,inne zajęcia edukacyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,4,boisko,6,przerwy międzylekcyjne,8
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,4,boisko,9,zawody sportowe,3
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,4,boisko,100,inne zajęcia,3
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,5,plac zabaw,1,wychowanie fizyczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,5,plac zabaw,5,inne zajęcia edukacyjne,2
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,5,plac zabaw,6,przerwy międzylekcyjne,2
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,5,plac zabaw,100,inne zajęcia,6
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,8,obiekty sportowe,6,przerwy międzylekcyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,8,obiekty sportowe,100,inne zajęcia,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,10,miejsca zgromadzeń publicznych,6,przerwy międzylekcyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,11,szlaki turystyczne,8,wycieczki edukacyjne,1
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,12,""ulica, droga"",1,wychowanie fizyczne,1"
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,100,inne,1,wychowanie fizyczne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,100,inne,5,inne zajęcia edukacyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,100,inne,6,przerwy międzylekcyjne,9
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,100,inne,9,zawody sportowe,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,18,działania nieumyślne innej osoby,100,inne,100,inne zajęcia,4
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,19,uderzenie nieumyślne,1,""sala lekcyjna, pracownia szkolna"",6,przerwy międzylekcyjne,2"
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,19,uderzenie nieumyślne,1,""sala lekcyjna, pracownia szkolna"",100,inne zajęcia,1"
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,19,uderzenie nieumyślne,2,ciągi komunikacyjne,6,przerwy międzylekcyjne,8
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,19,uderzenie nieumyślne,3,sala gimnastyczna,1,wychowanie fizyczne,20
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,19,uderzenie nieumyślne,3,sala gimnastyczna,100,inne zajęcia,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,19,uderzenie nieumyślne,4,boisko,1,wychowanie fizyczne,9
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,19,uderzenie nieumyślne,4,boisko,5,inne zajęcia edukacyjne,3
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,19,uderzenie nieumyślne,4,boisko,6,przerwy międzylekcyjne,4
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,19,uderzenie nieumyślne,4,boisko,100,inne zajęcia,5
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,19,uderzenie nieumyślne,100,inne,9,zawody sportowe,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,19,uderzenie nieumyślne,100,inne,100,inne zajęcia,1
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,100,inna przyczyna,1,""sala lekcyjna, pracownia szkolna"",1,wychowanie fizyczne,1"
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,100,inna przyczyna,1,""sala lekcyjna, pracownia szkolna"",3,zajęcia artystyczne,1"
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,100,inna przyczyna,1,""sala lekcyjna, pracownia szkolna"",5,inne zajęcia edukacyjne,6"
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,100,inna przyczyna,1,""sala lekcyjna, pracownia szkolna"",6,przerwy międzylekcyjne,2"
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,100,inna przyczyna,1,""sala lekcyjna, pracownia szkolna"",100,inne zajęcia,7"
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,100,inna przyczyna,2,ciągi komunikacyjne,5,inne zajęcia edukacyjne,3
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,100,inna przyczyna,2,ciągi komunikacyjne,6,przerwy międzylekcyjne,26
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,100,inna przyczyna,2,ciągi komunikacyjne,100,inne zajęcia,3
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,100,inna przyczyna,3,sala gimnastyczna,1,wychowanie fizyczne,97
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,100,inna przyczyna,3,sala gimnastyczna,9,zawody sportowe,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,100,inna przyczyna,4,boisko,1,wychowanie fizyczne,20
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,100,inna przyczyna,4,boisko,5,inne zajęcia edukacyjne,1
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,100,inna przyczyna,4,boisko,6,przerwy międzylekcyjne,5
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,100,inna przyczyna,4,boisko,9,zawody sportowe,4
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,100,inna przyczyna,4,boisko,100,inne zajęcia,10
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,100,inna przyczyna,5,plac zabaw,1,wychowanie fizyczne,2
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,100,inna przyczyna,5,plac zabaw,5,inne zajęcia edukacyjne,3
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,100,inna przyczyna,5,plac zabaw,6,przerwy międzylekcyjne,2
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,100,inna przyczyna,5,plac zabaw,100,inne zajęcia,2
"2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,100,inna przyczyna,6,""warsztaty szkolne, pracownia zajęć praktycznych"",3,zajęcia artystyczne,1"
2,DOLNOŚLĄSKIE,3,Szkoła podstawowa,100,inny,100,inna przyczyna,8,obiekty sportowe,1,wychowanie fizyczne,5
